Input,Output,Hidden,Target_p,H,p,FtBin,Parse,Iamb,FootNonfin,Nonfin_ft,WordFootRight,WordFootLeft,AllFeetRight,AllFeetLeft,MainRight,MainLeft,WSP_ft
[L L L L L L L],[L2 L L2 L L1 L L2],[(L2 L) (L2) L (L1) L (L2)],0.0,-116.46,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L2 L],[(L2) L L (L2) (L1) (L2 L)],0.0,-116.46,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L2],[(L L1) L (L2) (L L2) (L2)],0.0,-116.11,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L],[(L L2) (L1 L) (L2) L L],0.0,-116.01,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L2 L2],[L (L2 L) (L1) (L2) (L2) (L2)],0.0,-116.03,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L2 L1],[(L L2) (L2) (L2) (L L2) (L1)],0.0,-116.1,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L L2 L L1],[(L2) (L2) L L (L2) (L L1)],0.0,-116.1,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L L1],[(L2) L (L2) (L2) L (L L1)],0.0,-116.1,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L L1],[(L2) (L L2) (L2) L L (L1)],0.0,-116.1,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L2 L1],[(L2) (L L2) (L L2) (L2) (L1)],0.0,-116.1,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L L2 L L1],[(L2) (L2) L (L L2) L (L1)],0.0,-116.1,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L2],[L (L1) (L L2) (L L2) (L2)],0.0,-116.11,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L2 L L L L2],[L (L1) (L2) L L (L L2)],0.0,-116.11,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L L L2 L L2 L],[(L1 L) L (L2 L) (L2) L],0.0,-116.37,-0.73,-1.09,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L2 L L L L2],[(L L1) (L2) L L L (L2)],0.0,-116.11,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L2],[(L L1) (L L2) L (L2) (L2)],0.0,-116.11,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L2 L],[(L2 L) (L L1) (L2) (L2 L)],0.0,-116.14,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L L2],[(L2 L) (L1 L) (L2) (L L2)],0.0,-116.14,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L2 L],[(L L2) (L1 L) (L2) (L2 L)],0.0,-116.14,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L L],[(L2) L L (L2) (L1) L L],0.0,-116.33,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L2 L],[(L L2) L (L2) (L1) (L2) L],0.0,-116.33,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L],[L (L2) (L2) L (L1) L L],0.0,-116.33,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L2 L],[L (L2) (L L2) (L1) (L2) L],0.0,-116.33,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L2 L1],[(L L2) (L2) (L2) L (L2) (L1)],0.0,-117.19,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L2 L L L L2],[L (L1) (L2) L L L (L2)],0.0,-117.2,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L2 L],[(L2) L (L1 L) (L L2) L],0.0,-116.01,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L2],[L (L1) L (L2) (L L2) (L2)],0.0,-117.2,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L L L1 L L2],[(L2) (L2) L L (L1 L) (L2)],0.0,-117.97,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L2 L L L2],[(L1) L L (L2 L) L (L2)],0.0,-117.98,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L L L2 L2 L],[(L1) L L L (L2) (L2 L)],0.0,-117.98,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L2 L],[L (L2 L) (L1) (L2) (L2) L],0.0,-118.2,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L1 L2 L L L L],[(L L1) (L2) L L L L],0.0,-118.28,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L],[L (L1) (L L2) (L L2) L],0.0,-118.28,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-78.11,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L],[(L L1) L (L2) (L L2) L],0.0,-118.28,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L],[(L L1) (L L2) L (L2) L],0.0,-118.28,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L2 L1],[(L2) L (L2) L (L2) (L2) (L1)],0.0,-118.28,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L2 L1],[L (L2) (L2) (L2) L (L2) (L1)],0.0,-118.28,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L2],[L (L1) L (L2) L (L2) (L2)],0.0,-118.3,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L1 L],[(L2) (L L2) (L2) L (L1 L)],0.0,-118.39,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L L L1],[(L2) (L2 L) (L2) L (L L1)],0.0,-118.39,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L L L1],[(L2) (L2) L (L2 L) (L L1)],0.0,-118.39,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L L2 L1 L],[(L2) (L2) L (L L2) (L1 L)],0.0,-118.39,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L2 L L L2 L2],[(L L1) (L2 L) (L L2) (L2)],0.0,-118.41,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L1 L L2 L L L L2],[(L1 L) (L2) L L (L L2)],0.0,-118.41,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L1 L L L2 L L2 L2],[(L1 L) (L L2) (L L2) (L2)],0.0,-118.41,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L2 L L2],[(L L1) (L L2) (L2 L) (L2)],0.0,-118.41,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L2 L L L2 L],[(L L1) (L2) L L (L2 L)],0.0,-118.41,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L2 L],[(L L2) (L2 L) (L1) (L2) L],0.0,-118.62,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L1 L2],[(L2 L) (L2) (L L2) (L1) (L2)],0.0,-117.97,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L1 L2],[(L L2) (L2) (L2 L) (L1) (L2)],0.0,-117.97,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L L2 L L],[(L1) L L L (L2) L L],0.0,-117.85,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L2 L2],[L (L2) (L2 L) (L1) (L2) (L2)],0.0,-117.55,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L2],[L (L1) (L L2) L (L2) (L2)],0.0,-117.2,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L2],[(L L1) L (L2) L (L2) (L2)],0.0,-117.2,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L L2],[(L2 L) (L1 L) (L2) L (L2)],0.0,-117.23,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L2 L],[L (L2) (L1 L) (L2) (L2 L)],0.0,-117.23,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L2 L],[(L2 L) L (L1) (L2) (L2 L)],0.0,-117.23,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L L2],[(L2) L (L1 L) (L2 L) (L2)],0.0,-117.23,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L2 L],[L (L2) L (L2) (L1) (L2) L],0.0,-117.42,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L L1 L L],[(L2 L) (L2) (L L1) L L],0.0,-117.53,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L L L],[(L L2) (L2) (L1 L) L L],0.0,-117.53,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L2 L2],[(L2 L) L (L2) (L1) (L2) (L2)],0.0,-117.55,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L2 L1 L],[(L2) L (L L2) (L2) (L1) L],0.0,-117.84,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L L2],[(L2) (L L1) L L L (L2)],0.0,-117.63,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L L2],[(L2) L (L1) L L (L L2)],0.0,-117.63,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L L L2 L2],[(L L2) (L1) L (L L2) (L2)],0.0,-117.63,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L2 L1 L L L2],[(L2 L) (L2) (L1 L) (L L2)],0.0,-117.66,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L L2 L],[(L L2) (L2) (L1 L) (L2 L)],0.0,-117.66,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L L1 L2 L],[(L2 L) (L2) (L L1) (L2 L)],0.0,-117.66,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L1 L],[(L L2) (L2) L (L2) (L1) L],0.0,-117.84,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L1 L],[L (L2) (L2) (L L2) (L1) L],0.0,-117.84,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L2 L L L L1 L],[(L2) (L2) L L L (L1) L],0.0,-117.84,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L],[(L2 L) (L L1) (L2) L L],0.0,-116.01,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L],[(L2) L (L L1) (L2 L) L],0.0,-116.01,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L L2 L2],[(L2) L L (L1) L (L2) (L2)],0.0,-112.65,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L2],[L (L2) (L2) L (L1) L (L2)],0.0,-114.16,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L1 L L2 L2 L L2],[L (L1 L) (L2) (L2) L (L2)],0.0,-113.43,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L L L L2 L L2],[(L1) L L (L L2) (L L2)],0.0,-113.51,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L L1 L L2 L],[(L2) L L (L1) (L L2) L],0.0,-113.72,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L],[(L L2) L (L1) (L2) L L],0.0,-113.72,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L],[L (L2) (L L1) (L2) L L],0.0,-113.72,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L L2 L],[(L2) L (L L1) L (L2) L],0.0,-113.72,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L L2 L1 L2 L2 L2],[L L (L2) (L1) (L2) (L2) (L2)],0.0,-113.74,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L L L1 L L],[(L2) (L2 L) L (L1 L) L],0.0,-113.75,-0.73,-1.09,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L2],[(L2) L (L L1) (L2 L) (L2)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L2],[L (L2) (L1 L) (L2) (L L2)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L2 L2],[(L2) L (L1 L) (L L2) (L2)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L2],[(L2 L) L (L1) (L2) (L L2)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L2 L],[L (L2) (L L1) (L2) (L2 L)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L2 L],[(L L2) L (L1) (L2) (L2 L)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L2],[(L2 L) (L L1) (L2) L (L2)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L2],[(L L2) (L1 L) (L2) L (L2)],0.0,-113.85,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L1 L L L L2 L2 L],[(L1 L) L L (L2) (L2) L],0.0,-114.08,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L],[L (L1) L (L2 L) (L2) L],0.0,-114.08,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L],[(L L2) (L2) (L L1) L L],0.0,-114.14,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L L2],[(L2) L L (L2) (L1) L (L2)],0.0,-114.16,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L2 L2],[L (L2) (L L2) (L1) (L2) (L2)],0.0,-114.16,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L L1 L2 L2 L2 L],[L L (L1) (L2) (L2) (L2 L)],0.0,-113.43,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L L1 L2 L2 L L],[L L (L1) (L2) (L2) L L],0.0,-113.3,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-78.11,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L L L2 L L2 L],[(L1 L) L (L2) L (L2 L)],0.0,-113.11,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L2 L2],[(L L2) (L L2) (L1) (L2) (L2)],0.0,-113.07,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L1 L2],[(L2 L) (L2 L) (L2) (L1) (L2)],0.0,-112.68,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L2],[(L2 L) (L L1) (L2) (L L2)],0.0,-112.76,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L2],[(L L2) (L1 L) (L2) (L L2)],0.0,-112.76,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L2 L],[(L L2) (L L1) (L2) (L2 L)],0.0,-112.76,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L1 L L L L2 L2 L],[(L1 L) L (L L2) (L2) L],0.0,-112.99,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L],[(L L1) L (L2 L) (L2) L],0.0,-112.99,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L2 L L L L],[L (L1) (L2 L) L L L],0.0,-112.99,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L L L2 L L L],[(L1 L) L (L2) L L L],0.0,-112.99,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L L],[(L2 L) (L1 L) (L2 L) L],0.0,-113.02,-0.73,0.0,-0.0,-10.16,0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L L2],[(L2) L L (L2) (L1) (L L2)],0.0,-113.07,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L1 L2 L L L2 L],[L (L1) (L2 L) L (L2 L)],0.0,-113.11,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L2],[L (L2) (L2) L (L1) (L L2)],0.0,-113.07,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L2],[L (L2) (L2) (L L1) L (L2)],0.0,-113.07,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L2],[(L L2) (L2) L (L1) L (L2)],0.0,-113.07,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L L2],[(L2) L (L L2) (L1) L (L2)],0.0,-113.07,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L1 L],[(L2 L) (L2) (L2) L (L1 L)],0.0,-113.1,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L1 L],[(L2) L (L2) (L2 L) (L1 L)],0.0,-113.1,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L L2 L1 L],[(L2) (L2 L) L (L2) (L1 L)],0.0,-113.1,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
